,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX4314274,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443735,SRP151480,PRJNA478238,478238,SRS3473445,SAMN09502991,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801659,9502991,GSE116353,GSM3229729,30833303,H37Rv,wildtype,,,hypoxia,023h_.42_DO,017h_.57_DO,True,True,True,hypoxia:023h_.42_DO,True,True
SRX4314275,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443736,SRP151480,PRJNA478238,478238,SRS3473446,SAMN09502990,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801660,9502990,GSE116353,GSM3229730,30833303,H37Rv,wildtype,,,hypoxia,023h_.42_DO,017h_.57_DO,True,True,True,hypoxia:023h_.42_DO,True,True
SRX4314276,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443737,SRP151480,PRJNA478238,478238,SRS3473447,SAMN09502989,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801661,9502989,GSE116353,GSM3229731,30833303,H37Rv,wildtype,,,hypoxia,023h_.42_DO,017h_.57_DO,True,True,True,hypoxia:023h_.42_DO,True,True
SRX4314278,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443739,SRP151480,PRJNA478238,478238,SRS3473449,SAMN09502987,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801663,9502987,GSE116353,GSM3229733,30833303,H37Rv,wildtype,,,hypoxia,040h_.11_DO,017h_.57_DO,True,True,True,hypoxia:040h_.11_DO,True,True
SRX4314279,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443740,SRP151480,PRJNA478238,478238,SRS3473450,SAMN09503011,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801664,9503011,GSE116353,GSM3229734,30833303,H37Rv,wildtype,,,hypoxia,040h_.11_DO,017h_.57_DO,True,True,True,hypoxia:040h_.11_DO,True,True
SRX4314280,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443741,SRP151480,PRJNA478238,478238,SRS3473451,SAMN09502960,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801665,9502960,GSE116353,GSM3229735,30833303,H37Rv,wildtype,,,hypoxia,041h_.09_DO,017h_.57_DO,True,True,True,hypoxia:041h_.09_DO,True,True
SRX4314281,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443742,SRP151480,PRJNA478238,478238,SRS3473452,SAMN09503010,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801666,9503010,GSE116353,GSM3229736,30833303,H37Rv,wildtype,,,hypoxia,041h_.09_DO,017h_.57_DO,True,True,True,hypoxia:041h_.09_DO,True,True
SRX4314282,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443743,SRP151480,PRJNA478238,478238,SRS3473453,SAMN09503009,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801667,9503009,GSE116353,GSM3229737,30833303,H37Rv,wildtype,,,hypoxia,041h_.09_DO,017h_.57_DO,True,True,True,hypoxia:041h_.09_DO,True,True
SRX4314283,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443744,SRP151480,PRJNA478238,478238,SRS3473454,SAMN09503008,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801668,9503008,GSE116353,GSM3229738,30833303,H37Rv,wildtype,,,hypoxia,042h_.07_DO,017h_.57_DO,True,True,True,hypoxia:042h_.07_DO,True,True
SRX4314284,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443745,SRP151480,PRJNA478238,478238,SRS3473455,SAMN09503007,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801669,9503007,GSE116353,GSM3229739,30833303,H37Rv,wildtype,,,hypoxia,042h_.07_DO,017h_.57_DO,True,True,True,hypoxia:042h_.07_DO,True,True
SRX4314287,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443748,SRP151480,PRJNA478238,478238,SRS3473458,SAMN09502934,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801672,9502934,GSE116353,GSM3229742,30833303,H37Rv,wildtype,,,hypoxia,043h_.06_DO,017h_.57_DO,True,True,True,hypoxia:043h_.06_DO,True,True
SRX4314288,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443749,SRP151480,PRJNA478238,478238,SRS3473459,SAMN09502933,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801673,9502933,GSE116353,GSM3229743,30833303,H37Rv,wildtype,,,hypoxia,043h_.06_DO,017h_.57_DO,True,True,True,hypoxia:043h_.06_DO,True,True
SRX4314289,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443750,SRP151480,PRJNA478238,478238,SRS3473460,SAMN09502932,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801674,9502932,GSE116353,GSM3229744,30833303,H37Rv,wildtype,,,hypoxia,044h_.04_DO,017h_.57_DO,True,True,True,hypoxia:044h_.04_DO,True,True
SRX4314290,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443751,SRP151480,PRJNA478238,478238,SRS3473461,SAMN09502931,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801675,9502931,GSE116353,GSM3229745,30833303,H37Rv,wildtype,,,hypoxia,044h_.04_DO,017h_.57_DO,True,True,True,hypoxia:044h_.04_DO,True,True
SRX4314292,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443753,SRP151480,PRJNA478238,478238,SRS3473463,SAMN09502985,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801677,9502985,GSE116353,GSM3229747,30833303,H37Rv,wildtype,,,hypoxia,045h_.03_DO,017h_.57_DO,True,True,True,hypoxia:045h_.03_DO,True,True
SRX4314293,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443754,SRP151480,PRJNA478238,478238,SRS3473464,SAMN09502984,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801678,9502984,GSE116353,GSM3229748,30833303,H37Rv,wildtype,,,hypoxia,045h_.03_DO,017h_.57_DO,True,True,True,hypoxia:045h_.03_DO,True,True
SRX4314296,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443757,SRP151480,PRJNA478238,478238,SRS3473467,SAMN09502981,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801681,9502981,GSE116353,GSM3229751,30833303,H37Rv,wildtype,,,hypoxia,046h_.004_DO,017h_.57_DO,True,True,True,hypoxia:046h_.004_DO,True,True
SRX4314297,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443758,SRP151480,PRJNA478238,478238,SRS3473468,SAMN09502980,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801682,9502980,GSE116353,GSM3229752,30833303,H37Rv,wildtype,,,hypoxia,046h_.004_DO,017h_.57_DO,True,True,True,hypoxia:046h_.004_DO,True,True
SRX4314298,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443759,SRP151480,PRJNA478238,478238,SRS3473469,SAMN09502979,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801683,9502979,GSE116353,GSM3229753,30833303,H37Rv,wildtype,,,hypoxia,047h_0_DO,017h_.57_DO,True,True,True,hypoxia:047h_0_DO,True,True
SRX4314299,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443760,SRP151480,PRJNA478238,478238,SRS3473470,SAMN09502978,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801684,9502978,GSE116353,GSM3229754,30833303,H37Rv,wildtype,,,hypoxia,047h_0_DO,017h_.57_DO,True,True,True,hypoxia:047h_0_DO,True,True
SRX4314300,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443761,SRP151480,PRJNA478238,478238,SRS3473471,SAMN09502977,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801685,9502977,GSE116353,GSM3229755,30833303,H37Rv,wildtype,,,hypoxia,047h_0_DO,017h_.57_DO,True,True,True,hypoxia:047h_0_DO,True,True
SRX4314301,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443762,SRP151480,PRJNA478238,478238,SRS3473472,SAMN09502976,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801686,9502976,GSE116353,GSM3229756,30833303,H37Rv,wildtype,,,hypoxia,048h_0_DO,017h_.57_DO,True,True,True,hypoxia:048h_0_DO,True,True
SRX4314302,2019-03-04 15:47:06,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443763,SRP151480,PRJNA478238,478238,SRS3473473,SAMN09502975,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801687,9502975,GSE116353,GSM3229757,30833303,H37Rv,wildtype,,,hypoxia,048h_0_DO,017h_.57_DO,True,True,True,hypoxia:048h_0_DO,True,True
SRX4314303,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443764,SRP151480,PRJNA478238,478238,SRS3473474,SAMN09502974,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801688,9502974,GSE116353,GSM3229758,30833303,H37Rv,wildtype,,,hypoxia,048h_0_DO,017h_.57_DO,True,True,True,hypoxia:048h_0_DO,True,True
SRX4314304,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443765,SRP151480,PRJNA478238,478238,SRS3473475,SAMN09502973,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801689,9502973,GSE116353,GSM3229759,30833303,H37Rv,wildtype,,,hypoxia,049h_0_DO,017h_.57_DO,True,True,True,hypoxia:049h_0_DO,True,True
SRX4314305,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443766,SRP151480,PRJNA478238,478238,SRS3473476,SAMN09502972,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801690,9502972,GSE116353,GSM3229760,30833303,H37Rv,wildtype,,,hypoxia,049h_0_DO,017h_.57_DO,True,True,True,hypoxia:049h_0_DO,True,True
SRX4314306,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443767,SRP151480,PRJNA478238,478238,SRS3473477,SAMN09502971,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801691,9502971,GSE116353,GSM3229761,30833303,H37Rv,wildtype,,,hypoxia,049h_0_DO,017h_.57_DO,True,True,True,hypoxia:049h_0_DO,True,True
SRX4314307,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443768,SRP151480,PRJNA478238,478238,SRS3473478,SAMN09502970,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801692,9502970,GSE116353,GSM3229762,30833303,H37Rv,wildtype,,,hypoxia,050h_0_DO,017h_.57_DO,True,True,True,hypoxia:050h_0_DO,True,True
SRX4314308,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443769,SRP151480,PRJNA478238,478238,SRS3473479,SAMN09502969,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801693,9502969,GSE116353,GSM3229763,30833303,H37Rv,wildtype,,,hypoxia,050h_0_DO,017h_.57_DO,True,True,True,hypoxia:050h_0_DO,True,True
SRX4314309,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443770,SRP151480,PRJNA478238,478238,SRS3473480,SAMN09502968,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801694,9502968,GSE116353,GSM3229764,30833303,H37Rv,wildtype,,,hypoxia,050h_0_DO,017h_.57_DO,True,True,True,hypoxia:050h_0_DO,True,True
SRX4314310,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443771,SRP151480,PRJNA478238,478238,SRS3473482,SAMN09502967,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801695,9502967,GSE116353,GSM3229765,30833303,H37Rv,wildtype,,,hypoxia,052h_0_DO,017h_.57_DO,True,True,True,hypoxia:052h_0_DO,True,True
SRX4314311,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443772,SRP151480,PRJNA478238,478238,SRS3473481,SAMN09502966,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801696,9502966,GSE116353,GSM3229766,30833303,H37Rv,wildtype,,,hypoxia,052h_0_DO,017h_.57_DO,True,True,True,hypoxia:052h_0_DO,True,True
SRX4314312,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443773,SRP151480,PRJNA478238,478238,SRS3473483,SAMN09502965,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801697,9502965,GSE116353,GSM3229767,30833303,H37Rv,wildtype,,,hypoxia,052h_0_DO,017h_.57_DO,True,True,True,hypoxia:052h_0_DO,True,True
SRX4314314,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443775,SRP151480,PRJNA478238,478238,SRS3473485,SAMN09502963,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801699,9502963,GSE116353,GSM3229769,30833303,H37Rv,wildtype,,,hypoxia,054h_0_DO,017h_.57_DO,True,True,True,hypoxia:054h_0_DO,True,True
SRX4314315,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443776,SRP151480,PRJNA478238,478238,SRS3473486,SAMN09502962,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801700,9502962,GSE116353,GSM3229770,30833303,H37Rv,wildtype,,,hypoxia,054h_0_DO,017h_.57_DO,True,True,True,hypoxia:054h_0_DO,True,True
SRX4314316,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443777,SRP151480,PRJNA478238,478238,SRS3473487,SAMN09502961,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801701,9502961,GSE116353,GSM3229771,30833303,H37Rv,wildtype,,,hypoxia,054h_0_DO,017h_.57_DO,True,True,True,hypoxia:054h_0_DO,True,True
SRX4314317,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443778,SRP151480,PRJNA478238,478238,SRS3473488,SAMN09502906,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801702,9502906,GSE116353,GSM3229772,30833303,H37Rv,wildtype,,,hypoxia,054h_0_DO,017h_.57_DO,True,True,True,hypoxia:054h_0_DO,True,True
SRX4314318,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443779,SRP151480,PRJNA478238,478238,SRS3473489,SAMN09502905,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801703,9502905,GSE116353,GSM3229773,30833303,H37Rv,wildtype,,,hypoxia,054h_0_DO,017h_.57_DO,True,True,True,hypoxia:054h_0_DO,True,True
SRX4314319,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443780,SRP151480,PRJNA478238,478238,SRS3473490,SAMN09502958,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801704,9502958,GSE116353,GSM3229774,30833303,H37Rv,wildtype,,,hypoxia,064h_0_DO,017h_.57_DO,True,True,True,hypoxia:064h_0_DO,True,True
SRX4314320,2019-03-04 15:47:07,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443781,SRP151480,PRJNA478238,478238,SRS3473491,SAMN09502957,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801705,9502957,GSE116353,GSM3229775,30833303,H37Rv,wildtype,,,hypoxia,064h_0_DO,017h_.57_DO,True,True,True,hypoxia:064h_0_DO,True,True
SRX4314329,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443790,SRP151480,PRJNA478238,478238,SRS3473498,SAMN09502952,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801714,9502952,GSE116353,GSM3229784,30833303,H37Rv,wildtype,,,hypoxia,094h_0_DO,017h_.57_DO,True,True,True,hypoxia:094h_0_DO,True,True
SRX4314330,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443791,SRP151480,PRJNA478238,478238,SRS3473499,SAMN09502951,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801715,9502951,GSE116353,GSM3229785,30833303,H37Rv,wildtype,,,hypoxia,094h_0_DO,017h_.57_DO,True,True,True,hypoxia:094h_0_DO,True,True
SRX4314331,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443792,SRP151480,PRJNA478238,478238,SRS3473500,SAMN09502950,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801716,9502950,GSE116353,GSM3229786,30833303,H37Rv,wildtype,,,hypoxia,112h_0_DO,017h_.57_DO,True,True,True,hypoxia:112h_0_DO,True,True
SRX4314332,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443793,SRP151480,PRJNA478238,478238,SRS3473501,SAMN09502949,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801717,9502949,GSE116353,GSM3229787,30833303,H37Rv,wildtype,,,hypoxia,112h_0_DO,017h_.57_DO,True,True,True,hypoxia:112h_0_DO,True,True
SRX4314333,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443794,SRP151480,PRJNA478238,478238,SRS3473502,SAMN09502948,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801718,9502948,GSE116353,GSM3229788,30833303,H37Rv,wildtype,,,hypoxia,112h_0_DO,017h_.57_DO,True,True,True,hypoxia:112h_0_DO,True,True
SRX4314334,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443795,SRP151480,PRJNA478238,478238,SRS3473503,SAMN09502947,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801719,9502947,GSE116353,GSM3229789,30833303,H37Rv,wildtype,,,hypoxia,114h_.005_DO,017h_.57_DO,True,True,True,hypoxia:114h_.005_DO,True,True
SRX4314335,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443796,SRP151480,PRJNA478238,478238,SRS3473504,SAMN09502946,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801720,9502946,GSE116353,GSM3229790,30833303,H37Rv,wildtype,,,hypoxia,114h_.005_DO,017h_.57_DO,True,True,True,hypoxia:114h_.005_DO,True,True
SRX4314336,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443797,SRP151480,PRJNA478238,478238,SRS3473505,SAMN09502945,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801721,9502945,GSE116353,GSM3229791,30833303,H37Rv,wildtype,,,hypoxia,114h_.005_DO,017h_.57_DO,True,True,True,hypoxia:114h_.005_DO,True,True
SRX4314337,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443798,SRP151480,PRJNA478238,478238,SRS3473506,SAMN09502944,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801722,9502944,GSE116353,GSM3229792,30833303,H37Rv,wildtype,,,hypoxia,114.5h_.04_DO,017h_.57_DO,True,True,True,hypoxia:114.5h_.04_DO,True,True
SRX4314338,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443799,SRP151480,PRJNA478238,478238,SRS3473507,SAMN09502943,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801723,9502943,GSE116353,GSM3229793,30833303,H37Rv,wildtype,,,hypoxia,114.5h_.04_DO,017h_.57_DO,True,True,True,hypoxia:114.5h_.04_DO,True,True
SRX4314339,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443800,SRP151480,PRJNA478238,478238,SRS3473508,SAMN09502942,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801724,9502942,GSE116353,GSM3229794,30833303,H37Rv,wildtype,,,hypoxia,114.5h_.04_DO,017h_.57_DO,True,True,True,hypoxia:114.5h_.04_DO,True,True
SRX4314340,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443801,SRP151480,PRJNA478238,478238,SRS3473509,SAMN09502941,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801725,9502941,GSE116353,GSM3229795,30833303,H37Rv,wildtype,,,hypoxia,115h_.06_DO,017h_.57_DO,True,True,True,hypoxia:115h_.06_DO,True,True
SRX4314341,2019-03-04 15:47:08,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7443802,SRP151480,PRJNA478238,478238,SRS3473510,SAMN09502940,SRA729731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801726,9502940,GSE116353,GSM3229796,30833303,H37Rv,wildtype,,,hypoxia,115h_.06_DO,017h_.57_DO,True,True,True,hypoxia:115h_.06_DO,True,True
SRX4314611,2019-03-04 15:47:10,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR7444072,SRP151491,PRJNA478245,478245,SRS3474264,SAMN09503039,SRA729901,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5801996,9503039,GSE116357,GSM3229894,30833303,H37Rv,wildtype,,,hypoxia,116h_.11_DO,017h_.57_DO,True,True,True,hypoxia:116h_.11_DO,True,True
