All-Genes,Genes in same transcription unit,Accession-1,Left-End-Position
Rv2326c,Rv2326c // Rv2325c,Rv2326c,2597854
Rv2327,Rv2327,Rv2327,2599988
PE23,PE23,Rv2328,2600731
narK1,narK1,Rv2329c,2601914
lppP,lppP,Rv2330c,2603695
Rv2331,Rv2331,Rv2331,2604297
Rv2331A,mez // Rv2331A,Rv2331A,2604740
mez,mez // Rv2331A,Rv2332,2605108
stp,stp,Rv2333c,2606708
cysK1,cysE // cysK1,Rv2334,2608796
cysE,cysE // cysK1,Rv2335,2609732
Rv2336,Rv2336,Rv2336,2610837
Rv2337c,Rv2337c,Rv2337c,2611869
moeW,moeW,Rv2338c,2613107
mmpL9,mmpL9,Rv2339,2614693
PE_PGRS39,PE_PGRS39,Rv2340c,2617667
lppQ,lppQ,Rv2341,2619597
Rv2342,Rv2342,Rv2342,2620272
dnaG,dgt // dnaG,Rv2343c,2620533
dgt,dgt // dnaG,Rv2344c,2622457
Rv2345,Rv2345,Rv2345,2623821
esxO,esxO,Rv2346c,2625888
esxP,esxP,Rv2347c,2626223
Rv2348c,Rv2348c,Rv2348c,2626654
plcC,plcA // plcB // plcC,Rv2349c,2627172
plcB,plcA // plcB // plcC,Rv2350c,2628781
plcA,plcA // plcB // plcC,Rv2351c,2630537
PPE38,PPE38,Rv2352c,2632923
PPE39,PPE39,Rv2353c,2634528
Rv2354,Rv2355 // Rv2354,Rv2354,2635628
Rv2355,Rv2355 // Rv2354,Rv2355,2635903
PPE40,PPE40,Rv2356c,2637688
glyS,glyS,Rv2357c,2639673
smtB,zur // smtB,Rv2358,2641246
zur,zur // smtB,Rv2359,2641650
Rv2360c,recO // Rv2361c // Rv2360c,Rv2360c,2642150
Rv2361c,recO // Rv2361c // Rv2360c,Rv2361c,2642578
recO,recO // Rv2361c // Rv2360c,Rv2362c,2643461
amiA2,amiA2,Rv2363,2644320
era,era,Rv2364c,2645771
Rv2365c,Rv2365c,Rv2365c,2646747
Rv2366c,phoH1 // ybeY // Rv2366c,Rv2366c,2647060
ybeY,phoH1 // ybeY // Rv2366c,Rv2367c,2648364
phoH1,phoH1 // ybeY // Rv2366c,Rv2368c,2648916
Rv2369c,Rv2370c // Rv2369c,Rv2369c,2649946
Rv2370c,Rv2370c // Rv2369c,Rv2370c,2650245
PE_PGRS40,PE_PGRS40,Rv2371,2651753
rsmE,dnaJ2 // rsmE,Rv2372c,2652037
dnaJ2,dnaJ2 // rsmE,Rv2373c,2652839
hrcA,hrcA,Rv2374c,2654062
Rv2375,Rv2375,Rv2375,2655265
cfp2,cfp2,Rv2376c,2655609
mbtH,mbtH,Rv2377c,2656215
mbtG,mbtE // mbtF // mbtG,Rv2378c,2656408
mbtF,mbtE // mbtF // mbtG,Rv2379c,2657700
mbtE,mbtE // mbtF // mbtG,Rv2380c,2662067
mbtD,mbtB // mbtC // mbtD,Rv2381c,2667255
mbtC,mbtB // mbtC // mbtD,Rv2382c,2670269
mbtB,mbtB // mbtC // mbtD,Rv2383c,2671593
mbtA,mbtA,Rv2384,2675936
mbtJ,mbtJ,Rv2385,2677729
mbtI,mbtI,Rv2386c,2678653
Rv2387,Rv2387,Rv2387,2680765
hemN,hemN,Rv2388c,2682015
rpfD,Rv2390c // rpfD,Rv2389c,2683248
Rv2390c,Rv2390c // rpfD,Rv2390c,2683709
sirA,ggtB // che1 // cysH // sirA,Rv2391,2684679
cysH,ggtB // che1 // cysH // sirA,Rv2392,2686367
che1,ggtB // che1 // cysH // sirA,Rv2393,2687128
ggtB,ggtB // che1 // cysH // sirA,Rv2394,2688010
Rv2395,Rv2395,Rv2395,2690072
aprA,aprA,Rv2395A,2692224
aprB,aprB,Rv2395B,2692551
PE_PGRS41,PE_PGRS41,Rv2396,2692799
cysA1,subI // cysT // cysW // cysA1,Rv2397c,2693909
cysW,subI // cysT // cysW // cysA1,Rv2398c,2694981
cysT,subI // cysT // cysW // cysA1,Rv2399c,2695796
subI,subI // cysT // cysW // cysA1,Rv2400c,2696644
Rv2401,Rv2401,Rv2401,2697728
Rv2401A,Rv2401A,Rv2401A,2698042
Rv2402,Rv2402,Rv2402,2698529
lppR,lepA // lppR,Rv2403c,2700535
lepA,lepA // lppR,Rv2404c,2701287
Rv2405,Rv2405,Rv2405,2703269
Rv2406c,Rv2406c,Rv2406c,2704009
rnz,rnz,Rv2407,2704697
PE24,PE24,Rv2408,2706017
Rv2409c,Rv2411c // Rv2410c // Rv2409c,Rv2409c,2706494
Rv2410c,Rv2411c // Rv2410c // Rv2409c,Rv2410c,2707333
Rv2411c,Rv2411c // Rv2410c // Rv2409c,Rv2411c,2708310
rpsT,rpsT,Rv2412,2710075
Rv2413c,Rv2415c // Rv2414c // Rv2413c,Rv2413c,2710351
Rv2414c,Rv2415c // Rv2414c // Rv2413c,Rv2414c,2711332
Rv2415c,Rv2415c // Rv2414c // Rv2413c,Rv2415c,2712891
eis,eis,Rv2416c,2714124
Rv2417c,Rv2417c,Rv2417c,2715472
octT,nadD // Rv2420c // gpgP // octT,Rv2418c,2716395
gpgP,nadD // Rv2420c // gpgP // octT,Rv2419c,2717128
Rv2420c,nadD // Rv2420c // gpgP // octT,Rv2420c,2717796
nadD,nadD // Rv2420c // gpgP // octT,Rv2421c,2718173
Rv2422,Rv2422,Rv2422,2719083
Rv2423,Rv2423,Rv2423,2719597
Rv2424c,Rv2424c,Rv2424c,2720776
Rv2425c,Rv2426c // Rv2425c,Rv2425c,2721866
Rv2426c,Rv2426c // Rv2425c,Rv2426c,2723308
oxyR',oxyR',Rv2427A,2725571
proA,proA,Rv2427c,2724230
ahpC,ahpD // ahpC,Rv2428,2726193
ahpD,ahpD // ahpC,Rv2429,2726806
PPE41,PPE41,Rv2430c,2727336
PE25,PE25,Rv2431c,2727967
Rv2432c,Rv2435c // Rv2434c // Rv2433c // Rv2432c,Rv2432c,2728437
Rv2433c,Rv2435c // Rv2434c // Rv2433c // Rv2432c,Rv2433c,2728844
Rv2434c,Rv2435c // Rv2434c // Rv2433c // Rv2432c,Rv2434c,2729115
Rv2435c,Rv2435c // Rv2434c // Rv2433c // Rv2432c,Rv2435c,2730557
rbsK,rbsK,Rv2436,2733230
Rv2437,Rv2437,Rv2437,2734376
Rv2438A,Rv2438A,Rv2438A,2736709
nadE,nadE,Rv2438c,2734792
proB,obg // proB,Rv2439c,2737117
obg,obg // proB,Rv2440c,2738247
rpmA,rplU // rpmA,Rv2441c,2739772
rplU,rplU // rpmA,Rv2442c,2740047
dctA,dctA,Rv2443,2740709
rne,rne,Rv2444c,2742123
ndkA,ndkA,Rv2445c,2745314
Rv2446c,valS // folC // Rv2446c,Rv2446c,2745767
folC,valS // folC // Rv2446c,Rv2447c,2746135
valS,valS // folC // Rv2446c,Rv2448c,2747595
Rv2449c,Rv2449c,Rv2449c,2750313
rpfE,rpfE,Rv2450c,2751662
Rv2451,Rv2451,Rv2451,2752262
Rv2452c,Rv2455c // Rv2454c // mobA // Rv2452c,Rv2452c,2752848
mobA,Rv2455c // Rv2454c // mobA // Rv2452c,Rv2453c,2753018
Rv2454c,Rv2455c // Rv2454c // mobA // Rv2452c,Rv2454c,2753625
Rv2455c,Rv2455c // Rv2454c // mobA // Rv2452c,Rv2455c,2754743
Rv2456c,clpX // Rv2456c,Rv2456c,2756936
clpX,clpX // Rv2456c,Rv2457c,2758208
mmuM,mmuM,Rv2458,2759779
Rv2459,Rv2459,Rv2459,2760854
clpP2,clpP1 // clpP2,Rv2460c,2762531
clpP1,clpP1 // clpP2,Rv2461c,2763172
tig,proU // tig,Rv2462c,2763891
lipP,lipP,Rv2463,2765655
Rv2464c,rpiB // Rv2464c,Rv2464c,2766859
rpiB,rpiB // Rv2464c,Rv2465c,2767671
Rv2466c,Rv2466c,Rv2466c,2768261
pepN,pepN,Rv2467,2768986
Rv2468A,Rv2469c // Rv2468A // Rv2468c,Rv2468A,2772098
Rv2468c,Rv2469c // Rv2468A // Rv2468c,Rv2468c,2771644
Rv2469c,Rv2469c // Rv2468A // Rv2468c,Rv2469c,2772367
glbO,aglA // glbO,Rv2470,2773178
aglA,aglA // glbO,Rv2471,2773564
Rv2472,Rv2473 // Rv2472,Rv2472,2775272
Rv2473,Rv2473 // Rv2472,Rv2473,2775568
Rv2474c,gdh // Rv2475c // Rv2474c,Rv2474c,2776316
Rv2475c,gdh // Rv2475c // Rv2474c,Rv2475c,2776975
gdh,gdh // Rv2475c // Rv2474c,Rv2476c,2777388
Rv2477c,Rv2477c,Rv2477c,2782366
Rv2478c,Rv2478c,Rv2478c,2784123
Rv2479c,Rv2480c // Rv2479c,Rv2479c,2784657
Rv2480c,Rv2480c // Rv2479c,Rv2480c,2785592
Rv2481c,Rv2484c // plsC // plsB2 // Rv2481c,Rv2481c,2786575
plsB2,Rv2484c // plsC // plsB2 // Rv2481c,Rv2482c,2786914
plsC,Rv2484c // plsC // plsB2 // Rv2481c,Rv2483c,2789280
Rv2484c,Rv2484c // plsC // plsB2 // Rv2481c,Rv2484c,2791019
lipQ,lipQ,Rv2485c,2792723
echA14,echA14,Rv2486,2794350
PE_PGRS42,PE_PGRS42,Rv2487c,2795301
Rv2488c,Rv2489c // Rv2488c,Rv2488c,2797467
Rv2489c,Rv2489c // Rv2488c,Rv2489c,2800846
PE_PGRS43,PE_PGRS43,Rv2490c,2801254
Rv2491,Rv2492 // Rv2491,Rv2491,2806665
Rv2492,Rv2492 // Rv2491,Rv2492,2807278
vapB38,vapC38 // vapB38,Rv2493,2808083
vapC38,vapC38 // vapB38,Rv2494,2808310
bkdC,bkdA // bkdB // bkdC,Rv2495c,2808758
bkdB,bkdA // bkdB // bkdC,Rv2496c,2809936
bkdA,bkdA // bkdB // bkdC,Rv2497c,2810993
citE,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2498c,2812355
Rv2499c,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2499c,2813173
fadE19,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2500c,2813727
accA1,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2501c,2814916
accD1,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2502c,2816885
scoB,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2503c,2818471
scoA,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2504c,2819124
fadD35,fadD35 // scoA // scoB // accD1 // accA1 // fadE19 // Rv2499c // citE,Rv2505c,2819953
Rv2506,Rv2506,Rv2506,2821712
Rv2507,Rv2507,Rv2507,2822438
Rv2508c,Rv2508c,Rv2508c,2823256
Rv2509,Rv2509,Rv2509,2824678
Rv2510c,Rv2510c,Rv2510c,2825488
orn,orn,Rv2511,2827157
Rv2512c,Rv2512c,Rv2512c,2828556
Rv2513,Rv2513,Rv2513,2830161
Rv2514c,Rv2515c // Rv2514c,Rv2514c,2830877
Rv2515c,Rv2515c // Rv2514c,Rv2515c,2831344
Rv2516c,Rv2517c // Rv2516c,Rv2516c,2832710
Rv2517c,Rv2517c // Rv2516c,Rv2517c,2833510
ldtB,ldtB,Rv2518c,2834109
PE26,PE26,Rv2519,2835785
Rv2520c,Rv2520c,Rv2520c,2837388
bcp,bcp,Rv2521,2837684
Rv2522c,acpS // Rv2522c,Rv2522c,2838129
acpS,acpS // Rv2522c,Rv2523c,2839538
fas,fas,Rv2524c,2840123
Rv2525c,Rv2525c,Rv2525c,2849852
vapB17,vapC17 // vapB17,Rv2526,2851091
vapC17,vapC17 // vapB17,Rv2527,2851315
mrr,mrr,Rv2528c,2851751
Rv2529,Rv2529,Rv2529,2852875
vapB39,Rv2531c // vapB39 // vapC39,Rv2530A,2854683
vapC39,Rv2531c // vapB39 // vapC39,Rv2530c,2854267
Rv2531c,Rv2531c // vapB39 // vapC39,Rv2531c,2854938
Rv2532c,pepQ // efp // nusB // Rv2532c,Rv2532c,2857853
nusB,pepQ // efp // nusB // Rv2532c,Rv2533c,2858254
efp,pepQ // efp // nusB // Rv2532c,Rv2534c,2858727
pepQ,pepQ // efp // nusB // Rv2532c,Rv2535c,2859300
Rv2536,Rv2536,Rv2536,2860452
aroD,aroF // aroK // aroB // aroD,Rv2537c,2861148
aroB,aroF // aroK // aroB // aroD,Rv2538c,2861588
aroK,aroF // aroK // aroB // aroD,Rv2539c,2862673
aroF,aroF // aroK // aroB // aroD,Rv2540c,2863207
Rv2541,Rv2541,Rv2541,2864427
Rv2542,Rv2542,Rv2542,2865130
lppA,vapB18 // lppB // lppA,Rv2543,2866468
lppB,vapB18 // lppB // lppA,Rv2544,2867124
vapB18,vapB18 // lppB // lppA,Rv2545,2867783
vapC18,vapC19 // vapB19 // vapC18,Rv2546,2868154
vapB19,vapC19 // vapB19 // vapC18,Rv2547,2868606
vapC19,vapC19 // vapB19 // vapC18,Rv2548,2868860
Rv2548A,Rv2548A,Rv2548A,2869253
vapC20,vapB20 // vapC20,Rv2549c,2869727
vapB20,vapB20 // vapC20,Rv2550c,2870119
Rv2551c,alaS // Rv2554c // Rv2553c // aroE // Rv2551c,Rv2551c,2870775
aroE,alaS // Rv2554c // Rv2553c // aroE // Rv2551c,Rv2552c,2871206
Rv2553c,alaS // Rv2554c // Rv2553c // aroE // Rv2551c,Rv2553c,2872012
Rv2554c,alaS // Rv2554c // Rv2553c // aroE // Rv2551c,Rv2554c,2873258
alaS,alaS // Rv2554c // Rv2553c // aroE // Rv2551c,Rv2555c,2873771
Rv2556c,Rv2556c,Rv2556c,2876576
Rv2557,Rv2557,Rv2557,2877072
Rv2558,Rv2558,Rv2558,2877831
Rv2559c,Rv2559c,Rv2559c,2878571
Rv2560,Rv2560,Rv2560,2880075
Rv2561,Rv2561,Rv2561,2881409
Rv2562,glnQ // Rv2563 // mpr12 // Rv2562,Rv2562,2881758
Rv2563,glnQ // Rv2563 // mpr12 // Rv2562,Rv2563,2882290
glnQ,glnQ // Rv2563 // mpr12 // Rv2562,Rv2564,2883342
Rv2565,Rv2567 // Rv2566 // Rv2565,Rv2565,2884611
Rv2566,Rv2567 // Rv2566 // Rv2565,Rv2566,2886373
Rv2567,Rv2567 // Rv2566 // Rv2565,Rv2567,2889795
Rv2568c,Rv2569c // Rv2568c,Rv2568c,2892446
Rv2569c,Rv2569c // Rv2568c,Rv2569c,2893464
Rv2570,Rv2570,Rv2570,2894512
Rv2571c,Rv2571c,Rv2571c,2894893
aspS,aspS,Rv2572c,2896013
Rv2573,Rv2575 // Rv2574 // Rv2573,Rv2573,2898043
Rv2574,Rv2575 // Rv2574 // Rv2573,Rv2574,2898806
Rv2575,Rv2575 // Rv2574 // Rv2573,Rv2575,2899339
Rv2576c,Rv2576c,Rv2576c,2900226
Rv2577,Rv2577,Rv2577,2900918
Rv2578c,Rv2578c,Rv2578c,2902509
dhaA,dhaA,Rv2579,2903639
hisS,Rv2581c // hisS,Rv2580c,2904821
Rv2581c,Rv2581c // hisS,Rv2581c,2906089
ppiB,ppiB,Rv2582,2906814
relA,apt // relA,Rv2583c,2907826
apt,apt // relA,Rv2584c,2910229
Rv2585c,secD // secF // Rv2585c,Rv2585c,2911004
secF,secD // secF // Rv2585c,Rv2586c,2912683
secD,secD // secF // Rv2585c,Rv2587c,2914015
yajC,yajC,Rv2588c,2915846
gabT,gabT,Rv2589,2916360
fadD9,fadD9,Rv2590,2917871
PE_PGRS44,PE_PGRS44,Rv2591,2921551
ruvB,ruvC // ruvA // ruvB,Rv2592c,2923199
ruvA,ruvC // ruvA // ruvB,Rv2593c,2924230
ruvC,ruvC // ruvA // ruvB,Rv2594c,2924817
vapB40,vapC40 // vapB40,Rv2595,2925492
vapC40,vapC40 // vapB40,Rv2596,2925734
Rv2597,Rv2599 // Rv2598 // Rv2597,Rv2597,2926355
Rv2598,Rv2599 // Rv2598 // Rv2597,Rv2598,2926986
Rv2599,Rv2599 // Rv2598 // Rv2597,Rv2599,2927477
Rv2600,speE // Rv2600,Rv2600,2927990
speE,speE // Rv2600,Rv2601,2928388
vapB41,vapC41 // vapB41,Rv2601A,2930070
vapC41,vapC41 // vapB41,Rv2602,2930344
Rv2603c,Rv2603c,Rv2603c,2930805
snoP,snzP // tesB2 // snoP,Rv2604c,2931693
tesB2,snzP // tesB2 // snoP,Rv2605c,2932297
snzP,snzP // tesB2 // snoP,Rv2606c,2933171
pdxH,pdxH,Rv2607,2934198
PPE42,PPE42,Rv2608,2935046
Rv2609c,thrS // Rv2613c // pgsA1 // Rv2611c // pimA // Rv2609c,Rv2609c,2936810
pimA,thrS // Rv2613c // pgsA1 // Rv2611c // pimA // Rv2609c,Rv2610c,2937865
Rv2611c,thrS // Rv2613c // pgsA1 // Rv2611c // pimA // Rv2609c,Rv2611c,2939012
pgsA1,thrS // Rv2613c // pgsA1 // Rv2611c // pimA // Rv2609c,Rv2612c,2939959
Rv2613c,thrS // Rv2613c // pgsA1 // Rv2611c // pimA // Rv2609c,Rv2613c,2940609
Rv2614A,Rv2614A,Rv2614A,2943376
thrS,thrS // Rv2613c // pgsA1 // Rv2611c // pimA // Rv2609c,Rv2614c,2941189
PE_PGRS45,PE_PGRS45,Rv2615c,2943600
Rv2616,Rv2616,Rv2616,2945330
Rv2617c,Rv2617c,Rv2617c,2945847
Rv2618,Rv2618,Rv2618,2946434
Rv2619c,Rv2621c // Rv2620c // Rv2619c,Rv2619c,2947096
Rv2620c,Rv2621c // Rv2620c // Rv2619c,Rv2620c,2947462
Rv2621c,Rv2621c // Rv2620c // Rv2619c,Rv2621c,2947884
Rv2622,Rv2622,Rv2622,2948636
TB31.7,TB31.7,Rv2623,2949593
Rv2624c,Rv2625c // Rv2624c,Rv2624c,2950489
Rv2625c,Rv2625c // Rv2624c,Rv2625c,2951322
hrp1,hrp1,Rv2626c,2952562
Rv2627c,Rv2627c,Rv2627c,2953507
Rv2628,Rv2628,Rv2628,2955058
Rv2629,Rv2630 // Rv2629,Rv2629,2955767
Rv2630,Rv2630 // Rv2629,Rv2630,2956893
rtcB,rtcB,Rv2631,2957572
Rv2632c,Rv2632c,Rv2632c,2958909
Rv2633c,Rv2633c,Rv2633c,2959335
PE_PGRS46,PE_PGRS46,Rv2634c,2960105
Rv2635,Rv2636 // Rv2635,Rv2635,2962470
Rv2636,Rv2636 // Rv2635,Rv2636,2962713
dedA,dedA,Rv2637,2963586
Rv2638,Rv2638,Rv2638,2964405
Rv2639c,Rv2639c,Rv2639c,2965026
Rv2640c,Rv2640c,Rv2640c,2965478
cadI,cadI,Rv2641,2965939
Rv2642,arsC // Rv2642,Rv2642,2966533
arsC,arsC // Rv2642,Rv2643,2966910
Rv2644c,Rv2644c,Rv2644c,2968533
Rv2645,Rv2646 // Rv2645,Rv2645,2970123
Rv2646,Rv2646 // Rv2645,Rv2646,2970551
Rv2647,Rv2647,Rv2647,2971659
Rv2648,Rv2649 // Rv2648,Rv2648,2972160
Rv2649,Rv2649 // Rv2648,Rv2649,2972435
Rv2650c,Rv2651c // Rv2650c,Rv2650c,2973795
Rv2651c,Rv2651c // Rv2650c,Rv2651c,2975242
Rv2652c,Rv2653c // Rv2652c,Rv2652c,2975928
Rv2653c,Rv2653c // Rv2652c,Rv2653c,2976586
Rv2654c,Rv2659c // Rv2658c // Rv2657c // Rv2656c // Rv2655c // Rv2654c,Rv2654c,2976989
Rv2655c,Rv2659c // Rv2658c // Rv2657c // Rv2656c // Rv2655c // Rv2654c,Rv2655c,2977231
Rv2656c,Rv2659c // Rv2658c // Rv2657c // Rv2656c // Rv2655c // Rv2654c,Rv2656c,2978660
Rv2657c,Rv2659c // Rv2658c // Rv2657c // Rv2656c // Rv2655c // Rv2654c,Rv2657c,2979049
Rv2658c,Rv2659c // Rv2658c // Rv2657c // Rv2656c // Rv2655c // Rv2654c,Rv2658c,2979326
Rv2659c,Rv2659c // Rv2658c // Rv2657c // Rv2656c // Rv2655c // Rv2654c,Rv2659c,2979691
Rv2660c,Rv2661c // Rv2660c,Rv2660c,2980963
Rv2661c,Rv2661c // Rv2660c,Rv2661c,2981187
Rv2662,Rv2662,Rv2662,2981482
Rv2663,Rv2664 // Rv2663,Rv2663,2981853
Rv2664,Rv2664 // Rv2663,Rv2664,2982097
Rv2665,Rv2665,Rv2665,2982699
Rv2666,clpC2 // Rv2666,Rv2666,2983071
clpC2,clpC2 // Rv2666,Rv2667,2983896
Rv2668,Rv2669 // Rv2668,Rv2668,2984733
Rv2669,Rv2669 // Rv2668,Rv2669,2985283
Rv2670c,Rv2670c,Rv2670c,2985731
ribD,ribD,Rv2671,2986839
Rv2672,aftC // Rv2672,Rv2672,2987682
aftC,aftC // Rv2672,Rv2673,2989291
msrB,msrB,Rv2674,2990706
Rv2675c,hemE // hemY // Rv2676c // Rv2675c,Rv2675c,2991184
Rv2676c,hemE // hemY // Rv2676c // Rv2675c,Rv2676c,2991933
hemY,hemE // hemY // Rv2676c // Rv2675c,Rv2677c,2992634
hemE,hemE // hemY // Rv2676c // Rv2675c,Rv2678c,2993989
echA15,echA15,Rv2679,2995115
Rv2680,Rv2681 // Rv2680,Rv2680,2996105
Rv2681,Rv2681 // Rv2680,Rv2681,2996739
dxs1,dxs1,Rv2682c,2998052
Rv2683,arsA // Rv2683,Rv2683,3000112
arsA,arsA // Rv2683,Rv2684,3000614
arsB1,arsB1,Rv2685,3001983
Rv2686c,Rv2688c // Rv2687c // Rv2686c,Rv2686c,3003280
Rv2687c,Rv2688c // Rv2687c // Rv2686c,Rv2687c,3004035
Rv2688c,Rv2688c // Rv2687c // Rv2686c,Rv2688c,3004745
Rv2689c,Rv2689c,Rv2689c,3005845
Rv2690c,Rv2690c,Rv2690c,3007236
ceoB,ceoC // ceoB,Rv2691,3009344
ceoC,ceoC // ceoB,Rv2692,3010024
Rv2693c,Rv2694c // Rv2693c,Rv2693c,3010697
Rv2694c,Rv2694c // Rv2693c,Rv2694c,3011399
Rv2695,Rv2695,Rv2695,3011916
Rv2696c,Rv2696c,Rv2696c,3012829
dut,dut,Rv2697c,3013683
Rv2698,Rv2698,Rv2698,3014173
Rv2699c,Rv2699c,Rv2699c,3014663
Rv2700,Rv2700,Rv2700,3015203
suhB,suhB,Rv2701c,3015863
ppgK,ppgK,Rv2702,3016858
sigA,Rv2704 // sigA,Rv2703,3017835
Rv2704,Rv2704 // sigA,Rv2704,3019458
Rv2705c,Rv2706c // Rv2705c,Rv2705c,3019814
Rv2706c,Rv2706c // Rv2705c,Rv2706c,3020200
Rv2707,Rv2707,Rv2707,3020573
Rv2708c,Rv2708c,Rv2708c,3021548
Rv2709,Rv2709,Rv2709,3021839
sigB,sigB,Rv2710,3022461
ideR,ideR,Rv2711,3023565
Rv2712c,Rv2712c,Rv2712c,3024270
sthA,sthA,Rv2713,3025441
Rv2714,Rv2714,Rv2714,3027065
Rv2715,Rv2715,Rv2715,3028098
Rv2716,Rv2716,Rv2716,3029172
Rv2717c,Rv2717c,Rv2717c,3029867
nrdR,nrdR,Rv2718c,3030413
Rv2719c,Rv2719c,Rv2719c,3031040
lexA,lexA,Rv2720,3031788
Rv2721c,Rv2721c,Rv2721c,3032520
Rv2722,Rv2723 // Rv2722,Rv2722,3034635
Rv2723,Rv2723 // Rv2722,Rv2723,3034909
fadE20,fadE20,Rv2724c,3036131
hflX,Rv2728c // miaA // dapF // hflX,Rv2725c,3037427
dapF,Rv2728c // miaA // dapF // hflX,Rv2726c,3038931
miaA,Rv2728c // miaA // dapF // hflX,Rv2727c,3039825
Rv2728c,Rv2728c // miaA // dapF // hflX,Rv2728c,3040766
Rv2729c,Rv2729c,Rv2729c,3041570
Rv2730,Rv2731 // Rv2730,Rv2730,3042542
Rv2731,Rv2731 // Rv2730,Rv2731,3043026
Rv2732c,Rv2733c // Rv2732c,Rv2732c,3044375
Rv2733c,Rv2733c // Rv2732c,Rv2733c,3044986
Rv2734,Rv2734,Rv2734,3046821
Rv2735c,recA // recX // Rv2735c,Rv2735c,3047560
recX,recA // recX // Rv2735c,Rv2736c,3048562
Rv2737A,Rv2737A,Rv2737A,3051619
recA,recA // recX // Rv2735c,Rv2737c,3049052
Rv2738c,Rv2739c // Rv2738c,Rv2738c,3051806
Rv2739c,Rv2739c // Rv2738c,Rv2739c,3052023
ephG,ephG,Rv2740,3053233
PE_PGRS47,PE_PGRS47,Rv2741,3053914
Rv2742c,Rv2742c,Rv2742c,3055515
Rv2743c,35kd_ag // Rv2743c,Rv2743c,3056420
35kd_ag,35kd_ag // Rv2743c,Rv2744c,3057251
clgR,clgR,Rv2745c,3058193
pgsA3,pgsA3,Rv2746c,3058602
argA,argA,Rv2747,3059262
ftsK,ftsK,Rv2748c,3059855
Rv2749,Rv2751 // Rv2750 // Rv2749,Rv2749,3062505
Rv2750,Rv2751 // Rv2750 // Rv2749,Rv2750,3062816
Rv2751,Rv2751 // Rv2750 // Rv2749,Rv2751,3063638
rnj,dapA // rnj,Rv2752c,3064515
dapA,dapA // rnj,Rv2753c,3066222
thyX,thyX,Rv2754c,3067193
hsdS.1,hsdM // hsdS.1,Rv2755c,3068189
hsdM,hsdM // hsdS.1,Rv2756c,3068461
vapC21,Rv2762c // hsdS // vapB42 // vapC42 // vapB21 // vapC21,Rv2757c,3070170
vapB21,Rv2762c // hsdS // vapB42 // vapC42 // vapB21 // vapC21,Rv2758c,3070583
vapC42,Rv2762c // hsdS // vapB42 // vapC42 // vapB21 // vapC21,Rv2759c,3070875
vapB42,Rv2762c // hsdS // vapB42 // vapC42 // vapB21 // vapC21,Rv2760c,3071267
hsdS,Rv2762c // hsdS // vapB42 // vapC42 // vapB21 // vapC21,Rv2761c,3071546
Rv2762c,Rv2762c // hsdS // vapB42 // vapC42 // vapB21 // vapC21,Rv2762c,3072637
dfrA,thyA // dfrA,Rv2763c,3073130
thyA,thyA // dfrA,Rv2764c,3073680
Rv2765,Rv2765,Rv2765,3074636
Rv2766c,Rv2767c // Rv2766c,Rv2766c,3075588
Rv2767c,Rv2767c // Rv2766c,Rv2767c,3076367
PPE43,PPE43,Rv2768c,3076894
PE27,PE27,Rv2769c,3078158
PPE44,PPE44,Rv2770c,3079309
Rv2771c,Rv2771c,Rv2771c,3080581
Rv2772c,Rv2774c // dapB // Rv2772c,Rv2772c,3081119
dapB,Rv2774c // dapB // Rv2772c,Rv2773c,3081604
Rv2774c,Rv2774c // dapB // Rv2772c,Rv2774c,3082352
Rv2775,Rv2775,Rv2775,3082909
Rv2776c,Rv2776c,Rv2776c,3083374
Rv2777c,Rv2777c,Rv2777c,3084485
Rv2778c,aldR // Rv2778c,Rv2778c,3085713
aldR,aldR // Rv2778c,Rv2779c,3086215
ald,ald,Rv2780,3086820
Rv2781c,Rv2781c,Rv2781c,3087950
pepR,pepR,Rv2782c,3089045
gpsI,gpsI,Rv2783c,3090339
lppU,rpsO // lppU,Rv2784c,3092951
rpsO,rpsO // lppU,Rv2785c,3093479
ribF,ribF,Rv2786c,3093905
Rv2787,Rv2787,Rv2787,3095111
mntR,mntR,Rv2788,3096959
fadE21,Rv2792c // Rv2791c // ltp1 // fadE21,Rv2789c,3097706
ltp1,Rv2792c // Rv2791c // ltp1 // fadE21,Rv2790c,3098964
Rv2791c,Rv2792c // Rv2791c // ltp1 // fadE21,Rv2791c,3100202
Rv2792c,Rv2792c // Rv2791c // ltp1 // fadE21,Rv2792c,3101581
truB,Rv2795c // pptT // truB,Rv2793c,3102364
pptT,Rv2795c // pptT // truB,Rv2794c,3103257
Rv2795c,Rv2795c // pptT // truB,Rv2795c,3103937
lppV,Rv2798c // Rv2797c // lppV,Rv2796c,3105056
Rv2797c,Rv2798c // Rv2797c // lppV,Rv2797c,3105619
